gene_id,P1_gene_name,P1_copy_number,P2_copy_number,P3_copy_number,P4_copy_number,P5_copy_number,P6_copy_number,P7_copy_number,P8_copy_number,P9_copy_number,P10_copy_number,P11_copy_number,P12_copy_number,P13_copy_number,P14_copy_number,P15_copy_number,P16_copy_number,P17_copy_number,P18_copy_number,P19_copy_number,P20_copy_number,P21_copy_number,P22_copy_number,P23_copy_number,P24_copy_number,P25_copy_number,P26_copy_number,P27_copy_number,P28_copy_number,P29_copy_number,P30_copy_number,P31_copy_number,P32_copy_number,P33_copy_number,P34_copy_number,P35_copy_number,P36_copy_number,P37_copy_number,P38_copy_number,P39_copy_number,P40_copy_number
ENSG00000129055.13,ANAPC13,0.0,0.0,0.4054651081081644,0.4054651081081644,0.0,0.0,0.6931471805599453,0.4054651081081644,1.252762968495368,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.4054651081081644,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,-0.6931471805599453
ENSG00000232601.1,ANAPC15P2,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,1.0986122886681098,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.4054651081081644,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0
ENSG00000053900.11,ANAPC4,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,-0.6931471805599453,0.6931471805599453,-0.6931471805599453
ENSG00000164162.14,ANAPC10,0.0,0.0,0.0,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-0.6931471805599453,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,-0.6931471805599453
ENSG00000134982.17,APC,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.4054651081081644,0.4054651081081644,0.0,0.6931471805599453,0.0
ENSG00000241216.1,SNAPC5P1,0.0,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.4054651081081644,0.4054651081081644,0.0,0.0,0.6931471805599453,0.4054651081081644,-0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0
ENSG00000255152.8,MSH5-SAPCD1,0.0,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.0
ENSG00000228727.9,SAPCD1,0.0,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.0
ENSG00000235663.1,SAPCD1-AS1,0.0,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.9162907318741551,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.0
ENSG00000235368.1,SAPCD2P2,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,-0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.9162907318741551,0.0,0.0,0.4054651081081644,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.0,0.6931471805599453,0.0
ENSG00000234312.1,SAPCD2P4,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,-0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,-0.6931471805599453,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.9162907318741551,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0
ENSG00000213644.2,SAPCD2P1,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,-0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.9162907318741551,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0
ENSG00000232491.1,SAPCD2P3,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,-0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.9162907318741551,0.0,0.6931471805599453,0.4054651081081644,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0
ENSG00000164975.15,SNAPC3,0.0,-0.6931471805599453,0.4054651081081644,0.0,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.6931471805599453,0.0,-0.6931471805599453,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.9162907318741551,0.0,0.4054651081081644,0.4054651081081644,0.0
ENSG00000165684.4,SNAPC4,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.0
ENSG00000186193.9,SAPCD2,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.0
ENSG00000176248.9,ANAPC2,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.9162907318741551,0.0,0.9162907318741551,0.4054651081081644,0.0
ENSG00000166295.9,ANAPC16,0.0,0.0,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,0.6931471805599453,0.0,-0.6931471805599453,0.4054651081081644,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,1.0986122886681098,0.0,0.4054651081081644,0.0,1.0986122886681098,0.0,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0
ENSG00000110200.8,ANAPC15,-0.6931471805599453,0.0,0.4054651081081644,0.6931471805599453,0.0,0.0,0.4054651081081644,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,-0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,0.0,-0.6931471805599453,0.0,-0.6931471805599453,0.0,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.9162907318741551,0.0,0.4054651081081644,-0.6931471805599453,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,0.0
